ar_doi;au_id;au_in_article;au_byline;au_position;au_h-index;au_c01;au_c02;au_c03;au_c04;au_c05;au_c06;au_c07;au_c08;au_c09;au_c10;
10.1001/jama.2013.285113;7102035910;9;0,625;6;78;0,25;0,111111111;0;0;0;0;0;0;0,142857143;0;
10.1001/jama.2012.7844;7004312220;9;0,5;5;61;0;0,111111111;0;0;0;0,25;0;0;0;0,142857143;
10.1001/jama.2018.0899;7005815410;9;0,25;3;29;0;0,142857143;0;0;0;0,25;0;0,111111111;0;0;
10.1001/jama.2010.1720;7102862991;10;0,777777778;8;54;0;0;0,142857143;0;0;0,25;0;0;0,111111111;0;
10.1001/jama.2015.3150;57204343072;21;0,95;20;8;0,083333333;0,058823529;0,111111111;0,2;0;0;0;0,05;0;0;
10.1001/jama.2013.1099;8544613100;14;0,307692308;5;38;0,090909091;0,071428571;0;0;0;0;0;0;0,090909091;0,25;
10.1001/jama.2014.3203;34573266600;10;0,333333333;4;97;0,125;0,1;0;0;0;0,166666667;0;0,111111111;0;0;
10.1001/jama.2014.3203;35555948100;10;0,222222222;3;70;0,125;0,1;0;0;0;0,166666667;0;0,111111111;0;0;
10.1001/jama.2014.469;7005924848;13;0,75;10;6;0,166666667;0,1;0;0;0;0,111111111;0;0;0;0,125;
10.1001/jama.2013.277169;35371943700;16;0,066666667;2;104;0;0,076923077;0,125;0;0;0,090909091;0;0;0,066666667;0,142857143;
10.1001/jama.2013.277169;7404503273;16;0,266666667;5;68;0,142857143;0,076923077;0;0;0,125;0,090909091;0;0;0,066666667;0;
10.1001/jama.2013.277169;7006007656;16;0,4;7;14;0;0,076923077;0;0;0,125;0,090909091;0;0;0,066666667;0,142857143;
10.1001/jama.2013.277169;57190269644;16;0,466666667;8;3;0;0,076923077;0;0;0,125;0,090909091;0;0;0,066666667;0,142857143;
10.1001/jama.2014.12720;56376933100;23;0,363636364;9;2;0,125;0,047619048;0;0,142857143;0,142857143;0;0;0,043478261;0;0;
10.1001/jama.2016.12717;57191993320;14;0,692307692;10;1;0;0,076923077;0,166666667;0,166666667;0;0;0;0,090909091;0;0;
10.1001/jama.2011.1829;54790923200;14;0,538461538;8;2;0;0;0,333333333;0;0;0,090909091;0;0;0;0,076923077;
10.1001/jama.2016.4447;7103197966;16;0,466666667;8;29;0;0,0625;0;0,25;0;0,111111111;0;0,076923077;0;0;
10.1001/jama.299.11.1306;34975023200;11;0,7;8;9;0;0,090909091;0;0;0;0,142857143;0;0;0,1;0,166666667;
10.1001/jama.2014.11479;7202699512;11;0,6;7;14;0,166666667;0,1;0;0;0;0,142857143;0;0,090909091;0;0;
10.1001/jama.2009.1911;6701712603;15;0,071428571;2;29;0,1;0,066666667;0,142857143;0;0,1;0;0;0;0,090909091;0;
10.1001/jama.2015.10529;7005800609;25;0;1;66;0,066666667;0,047619048;0;0;0;0;0,333333333;0,052631579;0;0;
10.1001/jama.2008.715;9040082100;6;0,8;5;45;0;0,166666667;0;0;0,166666667;0;0;0;0,166666667;0;
10.1001/jama.2008.715;14831094700;6;0,6;4;85;0;0,166666667;0;0;0,166666667;0;0;0;0,166666667;0;
10.1001/jama.2012.294;23568527200;6;0,6;4;10;0;0,166666667;0;0;0;0,166666667;0;0;0,166666667;0;
10.1001/jama.2012.294;37102246200;6;1;6;7;0;0,166666667;0;0;0;0,166666667;0;0;0,166666667;0;
10.1001/jama.2013.8268;55815917400;10;0,777777778;8;4;0;0;0,166666667;0;0;0,166666667;0;0;0;0,166666667;
10.1001/jama.2015.16174;56683681500;14;0,384615385;6;5;0;0;0,166666667;0;0,125;0,125;0;0,083333333;0;0;
10.1001/jama.2016.11004;6602259992;9;0,5;5;26;0;0,125;0;0;0;0,25;0;0,125;0;0;
10.1001/jama.2016.3010;37098662400;12;0,090909091;2;11;0;0,083333333;0;0,333333333;0;0;0;0,083333333;0;0;
10.1001/jama.299.7.769;23569311600;4;0,666666667;3;1;0;0,25;0;0;0;0;0;0;0;0,25;
10.1001/jama.2014.7192;55279632300;9;0,875;8;44;0,25;0,125;0;0;0;0;0;0,125;0;0;
10.1001/jama.2016.14403;54404646500;5;0,5;3;16;0;0,25;0;0;0;0;0;0,25;0;0;
10.1001/jama.2016.14403;35312877800;5;0,75;4;75;0;0,25;0;0;0;0;0;0,25;0;0;
10.1001/jama.2014.353;7203061089;5;0,5;3;37;0;0,25;0;0;0;0;0;0;0,25;0;
10.1001/jama.2012.9307;7003686641;6;1;6;50;0,333333333;0,166666667;0;0;0;0;0;0;0;0;
10.1001/jama.2012.6183;55251727000;6;0,6;4;7;0;0,166666667;0;0;0;0;0;0;0;0,333333333;
10.1001/jama.2012.6183;53986067900;6;0,8;5;10;0;0,166666667;0;0;0;0;0;0;0;0,333333333;
10.1001/jama.2012.3951;57200101263;6;0,8;5;3;0;0,166666667;0;0;0;0;0;0;0;0,333333333;
10.1001/jama.2010.594;7404150535;7;0,833333333;6;25;0,25;0;0;0;0;0;0,25;0;0;0;
10.1001/jama.300.9.1038;57189015352;9;1;9;28;0;0,111111111;0;0,166666667;0;0,111111111;0;0;0,111111111;0;
10.1001/jama.2014.9237;7402224625;10;0,555555556;6;41;0,125;0,125;0;0;0,25;0;0;0;0;0;
10.1001/jama.2014.9237;26537672400;10;0,777777778;8;8;0,125;0,125;0;0;0;0,25;0;0;0;0;
10.1001/jama.2017.10913;56291003700;9;0,25;3;3;0;0,125;0,25;0;0;0;0;0,125;0;0;
10.1001/jama.2014.9259;36922510100;9;0,5;5;9;0;0;0;0,333333333;0;0;0;0,166666667;0;0;
10.1001/jama.2011.188;7102764267;9;0,75;7;44;0;0,125;0;0;0;0;0;0;0,125;0,25;
10.1001/jama.2007.56-b;56181273200;10;0,666666667;7;12;0;0,1;0;0;0;0,2;0;0;0;0,2;
10.1001/jama.2007.56-b;7501452848;10;1;10;11;0;0,1;0;0;0;0,2;0;0;0;0,2;
10.1001/jama.2013.6882;7102897381;11;0,5;6;69;0,2;0,1;0;0;0,2;0;0;0;0;0;
10.1001/jama.2012.7870;7402219556;12;0,090909091;2;25;0;0,083333333;0;0,333333333;0;0;0;0;0,083333333;0;
10.1001/jama.2012.188351;55411570300;12;0,818181818;10;4;0;0,083333333;0;0;0;0,333333333;0;0;0,083333333;0;
10.1001/jama.2015.1405;7004356247;12;0,090909091;2;44;0;0,083333333;0;0,333333333;0;0;0;0,083333333;0;0;
10.1001/jama.2008.1039;7007073906;12;0,181818182;3;39;0;0,083333333;0;0,333333333;0;0;0;0;0,083333333;0;
10.1001/jama.2008.1039;23479324000;12;0,454545455;6;35;0;0,083333333;0;0,333333333;0;0;0;0;0,083333333;0;
10.1001/jama.299.4.425;7402687537;14;0,538461538;8;28;0;0,083333333;0;0;0;0;0,333333333;0;0;0,083333333;
10.1001/jama.299.4.425;15744231600;14;0,615384615;9;53;0;0,083333333;0;0,333333333;0;0;0;0;0;0,083333333;
10.1001/jama.2014.3;57200503692;20;0,421052632;9;18;0;0,055555556;0;0,333333333;0;0;0;0;0,111111111;0;
10.1001/jama.2012.13256;7006509293;16;0,666666667;11;27;0,066666667;0,076923077;0;0;0,111111111;0,090909091;0;0;0,076923077;0,076923077;
10.1001/jama.2017.4078;56263799700;12;0,454545455;6;5;0;0,090909091;0;0,2;0;0,125;0;0,083333333;0;0;
10.1001/jama.2017.4078;11939699100;12;0,909090909;11;26;0;0,090909091;0,2;0;0;0,125;0;0,083333333;0;0;
10.1001/jama.2016.14719;8664454300;13;0,5;7;5;0;0;0,111111111;0;0,142857143;0,166666667;0;0,076923077;0;0;
10.1001/jama.2012.13256;6603798198;16;0,333333333;6;49;0,066666667;0,076923077;0;0,2;0;0;0;0;0,076923077;0,076923077;
10.1001/jama.2008.862;57208733519;10;0,555555556;6;39;0;0,1;0;0;0,142857143;0,142857143;0;0;0;0,111111111;
10.1001/jama.2009.1529;35098098400;10;0,222222222;3;10;0;0;0,1;0,142857143;0;0;0;0;0,142857143;0,111111111;
10.1001/jama.299.11.1291;7404592408;13;0,5;7;24;0;0;0,142857143;0,142857143;0;0,1;0;0;0;0,111111111;
10.1001/jama.299.11.1291;7005285236;13;0,583333333;8;18;0;0;0,142857143;0,142857143;0;0,1;0;0;0;0,111111111;
10.1001/jama.2012.13256;57205662201;16;0,8;13;9;0,066666667;0;0,1;0;0;0,090909091;0,083333333;0;0,076923077;0,076923077;
10.1001/jama.2010.1710;36642289900;13;0,166666667;3;8;0;0,083333333;0;0;0,2;0,111111111;0;0;0;0,1;
10.1001/jama.2010.1710;8645135600;13;0,833333333;11;20;0;0,083333333;0;0;0,2;0,111111111;0;0;0;0,1;
10.1001/jama.2013.282173;7004921237;12;0,363636364;5;51;0,111111111;0,090909091;0;0;0;0,166666667;0;0;0,125;0;
10.1001/jama.2013.282173;8698997300;12;0,636363636;8;13;0,111111111;0,090909091;0;0;0;0,166666667;0;0;0;0,125;
10.1001/jama.299.21.2515;7005254080;14;0,307692308;5;102;0,2;0,071428571;0;0;0;0,111111111;0;0;0,111111111;0;
10.1001/jama.299.21.2515;7401712015;14;0,846153846;12;44;0;0,071428571;0;0;0;0,111111111;0,2;0;0,111111111;0;
10.1001/jama.2011.1829;7202439327;14;0,846153846;12;68;0;0,076923077;0;0;0,25;0;0;0;0,166666667;0;
10.1001/jama.2016.11136;7103086055;13;0,333333333;5;49;0;0,083333333;0;0,333333333;0;0;0;0,076923077;0;0;
10.1001/jama.2011.1344;36193623500;12;0,818181818;10;7;0;0,083333333;0,166666667;0;0;0,1;0;0;0,142857143;0;
10.1001/jama.2008.600;57208733519;10;0,555555556;6;39;0;0,1;0;0;0,142857143;0,125;0;0;0;0,125;
10.1001/jama.2015.12009;7006309268;10;0,333333333;4;31;0,125;0,125;0;0;0;0,142857143;0;0,1;0;0;
10.1001/jama.2011.1255;6602380381;10;0,777777778;8;16;0,142857143;0,1;0;0;0,25;0;0;0;0;0;
10.1001/jama.2015.517;16029683000;11;0;1;14;0,142857143;0,1;0,25;0;0;0;0;0;0;0;
10.1001/jama.2012.116975;23501436500;11;0,2;3;8;0;0;0,125;0,125;0;0;0;0;0,1;0,142857143;
10.1001/jama.2012.116975;23970388700;11;0,4;5;6;0;0,142857143;0,125;0,125;0;0;0;0;0,1;0;
10.1001/jama.2014.16419;55934985900;14;0,153846154;3;4;0;0,083333333;0,142857143;0;0;0,166666667;0;0,1;0;0;
10.1001/jama.2010.2016;7006297137;15;0,142857143;3;79;0;0,066666667;0;0;0;0;0,142857143;0;0,083333333;0,2;
10.1001/jama.2013.282043;55933427700;17;0,75;13;5;0,083333333;0,066666667;0;0;0;0,2;0;0;0;0,142857143;
10.1001/jama.2014.7734;6602353207;17;0,5;9;15;0;0,058823529;0,25;0;0,125;0;0;0,058823529;0;0;
10.1001/jama.299.8.901;7202158173;24;0,347826087;9;50;0,066666667;0,047619048;0;0,2;0;0;0,111111111;0;0,066666667;0;
10.1001/jama.2012.13256;7102182210;16;0,533333333;9;65;0,066666667;0,076923077;0;0;0,111111111;0;0,083333333;0;0,076923077;0,076923077;
10.1001/jama.2010.1664;36625539700;8;0,428571429;4;2;0;0,125;0;0;0;0,166666667;0;0;0;0,2;
10.1001/jama.2012.12727;55778888600;8;0,428571429;4;39;0;0,125;0;0;0;0,166666667;0,2;0;0;0;
10.1001/jama.2016.17424;7402440465;8;1;8;27;0;0,125;0,166666667;0;0;0;0;0,2;0;0;
10.1001/jama.2011.186;8712457400;9;0,375;4;21;0;0,125;0;0;0;0;0;0;0,166666667;0,2;
10.1001/jama.2013.2813;55637006300;12;0,727272727;9;1;0;0;0,166666667;0;0;0,125;0;0;0;0,2;
10.1001/jama.2010.793;7403666274;8;0,428571429;4;8;0;0,125;0;0;0;0,2;0;0;0;0,166666667;
10.1001/jama.2010.793;15849112300;8;0,571428571;5;9;0;0,125;0;0;0;0,2;0;0;0;0,166666667;
10.1001/jama.2010.490;24762318400;8;0,714285714;6;29;0;0,125;0;0;0;0,2;0;0;0;0,166666667;
10.1001/jama.2012.7615;35103223400;8;0,571428571;5;11;0;0,166666667;0;0,2;0;0;0;0;0,125;0;
10.1001/jama.2012.12727;56249215100;8;0,571428571;5;14;0,2;0,125;0;0;0;0,166666667;0;0;0;0;
10.1001/jama.2009.1012;6603612463;8;0,714285714;6;37;0;0,125;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2009.1012;26434252900;8;0,857142857;7;12;0;0,125;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2012.8780;7006417148;8;0,285714286;3;107;0;0,125;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2012.8780;24293339900;8;0,428571429;4;34;0;0,125;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2011.1206;26434336500;9;0,375;4;4;0;0;0,2;0,166666667;0;0;0;0;0,125;0;
10.1001/jama.2011.746;35501829900;18;0,764705882;14;29;0,2;0,0625;0;0;0,166666667;0;0;0;0;0,0625;
10.1001/jama.2012.385;55413956100;18;0,117647059;3;27;0,125;0,055555556;0;0;0,142857143;0;0;0;0,090909091;0,076923077;
10.1001/jama.2015.13134;37022954500;13;0,083333333;2;5;0;0;0,2;0,2;0;0;0;0,090909091;0;0;
10.1001/jama.2015.13134;56473166100;13;0,166666667;3;4;0;0;0,2;0,2;0;0;0;0,090909091;0;0;
10.1001/jama.2013.282431;57201569655;16;0,333333333;6;11;0;0,066666667;0;0,333333333;0;0;0;0;0,090909091;0;
10.1001/jama.2015.5387;57197540513;14;0,384615385;6;2;0;0,083333333;0;0;0,111111111;0,1;0,125;0,071428571;0;0;
10.1001/jama.2015.5387;36900193100;14;0,538461538;8;9;0,125;0,083333333;0;0;0,111111111;0,1;0;0,071428571;0;0;
10.1001/jama.2015.5387;18040829700;14;0,923076923;13;27;0;0,083333333;0;0;0,111111111;0,1;0,125;0,071428571;0;0;
10.1001/jama.2014.93;6601923472;18;1;18;93;0,066666667;0,055555556;0,166666667;0;0,071428571;0;0,071428571;0;0,058823529;0;
10.1001/jama.2011.1141;11240150100;10;0,666666667;7;6;0;0,125;0,111111111;0;0;0;0;0;0,111111111;0,142857143;
10.1001/jama.2014.607;57202484232;9;0,125;2;64;0,142857143;0,125;0;0,111111111;0;0;0;0;0,111111111;0;
10.1001/jama.2014.607;7202789820;9;0,375;4;40;0,142857143;0,125;0;0,111111111;0;0;0;0;0,111111111;0;
10.1001/jama.2014.607;7005358377;9;0,5;5;24;0,142857143;0,125;0;0,111111111;0;0;0;0;0,111111111;0;
10.1001/jama.2014.3741;7102486723;28;1;28;98;0,071428571;0,043478261;0,076923077;0;0,083333333;0,052631579;0,125;0,037037037;0;0;
10.1001/jama.2010.608;16231441700;13;0,25;4;24;0,083333333;0,076923077;0,076923077;0;0,090909091;0,083333333;0;0;0;0,076923077;
10.1001/jama.2010.608;7006710271;13;0,333333333;5;40;0,083333333;0,076923077;0,076923077;0;0,090909091;0,083333333;0;0;0;0,076923077;
10.1001/jama.2010.608;6602132682;13;0,666666667;9;28;0,083333333;0,076923077;0,076923077;0;0,090909091;0,083333333;0;0;0;0,076923077;
10.1001/jama.2010.608;12140127300;13;0,833333333;11;25;0,083333333;0,076923077;0,076923077;0;0,090909091;0,083333333;0;0;0;0,076923077;
10.1001/jama.2016.3609;8362205500;29;0;1;32;0,083333333;0,034482759;0,333333333;0;0;0;0;0,037037037;0;0;
10.1001/jama.2014.11026;35264337000;32;0,451612903;15;33;0,166666667;0,035714286;0,142857143;0;0,071428571;0,071428571;0;0;0;0;
10.1001/jama.2013.109309;7004813105;33;0,90625;30;54;0,083333333;0,034482759;0;0,142857143;0,090909091;0,045454545;0;0;0,045454545;0,045454545;
10.1001/jama.2012.316;6603954740;13;0,416666667;6;21;0;0,076923077;0,142857143;0,142857143;0;0;0;0;0,125;0;
10.1001/jama.2013.282540;16403759000;25;0,916666667;23;33;0;0,058823529;0;0;0;0,05;0,333333333;0;0;0,045454545;
10.1001/jama.2013.282540;7005216765;25;0,958333333;24;52;0;0,058823529;0;0;0;0,05;0,333333333;0;0;0,045454545;
10.1001/jama.2013.1099;6603015112;14;0,076923077;2;43;0;0,071428571;0;0,125;0;0,2;0;0;0,090909091;0;
10.1001/jama.2016.16786;13905855600;14;0,230769231;4;24;0;0,076923077;0;0,333333333;0;0;0;0,076923077;0;0;
10.1001/jama.2016.16786;13605337100;14;0,307692308;5;32;0;0,076923077;0;0,333333333;0;0;0;0,076923077;0;0;
10.1001/jama.2015.18589;56047460900;19;0,944444444;18;17;0;0,052631579;0,125;0,25;0;0;0;0,058823529;0;0;
10.1001/jama.2015.18604;35449917000;9;0,5;5;59;0;0,125;0;0;0;0;0,25;0,111111111;0;0;
10.1001/jama.2013.6959;7004541381;10;1;10;81;0,125;0,111111111;0;0;0,125;0,125;0;0;0;0;
10.1001/jama.2012.7304;6603015112;9;0,875;8;43;0;0,125;0;0;0;0,25;0;0;0,111111111;0;
10.1001/jama.2013.2773;8845850800;9;0,625;6;6;0,125;0,111111111;0;0;0,25;0;0;0;0;0;
10.1001/jama.2015.13977;56507298000;9;0,125;2;4;0;0;0,25;0;0;0,111111111;0;0,125;0;0;
10.1001/jama.300.6.663;6602427689;9;0,75;7;26;0,111111111;0,125;0;0;0;0,25;0;0;0;0;
10.1001/jama.2015.1629;36080578300;10;0,444444444;5;13;0;0,111111111;0;0,25;0;0;0;0,125;0;0;
10.1001/jama.2015.1629;56470154000;10;0,555555556;6;4;0;0,111111111;0;0,25;0;0;0;0,125;0;0;
10.1001/jama.2015.1629;8382148900;10;0,888888889;9;26;0;0,111111111;0;0,25;0;0;0;0,125;0;0;
10.1001/jama.2010.1720;7006230007;10;0,444444444;5;102;0;0,125;0;0;0,25;0;0;0;0,111111111;0;
10.1001/jama.2011.513;35312343900;10;0,444444444;5;39;0;0,111111111;0;0;0;0,25;0;0;0;0,125;
10.1001/jama.2015.1108;6603890442;11;0,6;7;20;0,25;0,125;0;0;0;0,111111111;0;0;0;0;
10.1001/jama.2010.356;8216854800;13;0,333333333;5;10;0;0;0,25;0;0;0,125;0;0;0;0,111111111;
10.1001/jama.2014.3201;7404520752;17;0,375;7;48;0;0,071428571;0;0;0;0,142857143;0,2;0,071428571;0;0;
10.1001/jama.2010.1066;34969044900;7;0,5;4;34;0,142857143;0;0,2;0;0;0;0,142857143;0;0;0;
10.1001/jama.2013.5732;23473900300;7;0,333333333;3;28;0;0,142857143;0;0,2;0;0;0;0;0,142857143;0;
10.1001/jama.2014.8334;37086928200;7;0,5;4;3;0;0,142857143;0;0;0;0,2;0;0,142857143;0;0;
10.1001/jama.2009.116;6701613415;7;0,5;4;18;0,142857143;0,142857143;0;0;0;0;0;0;0;0,2;
10.1001/jama.2009.116;8379167400;7;0,666666667;5;15;0,142857143;0,142857143;0;0;0;0;0;0;0;0,2;
10.1001/jama.2009.116;6506085214;7;0,833333333;6;13;0,142857143;0,142857143;0;0;0;0;0;0;0;0,2;
10.1001/jama.2010.1651;16069282400;7;0,5;4;14;0;0,142857143;0;0;0;0;0;0;0,142857143;0,2;
10.1001/jama.2014.10397;8575123100;12;0,545454545;7;27;0,142857143;0;0,142857143;0;0;0;0,2;0;0;0;
10.1001/jama.2016.10260;7003681315;15;0,642857143;10;69;0,111111111;0,071428571;0;0;0,125;0;0,111111111;0,066666667;0;0;
10.1001/jama.2016.10260;6602910501;15;0,214285714;4;52;0,111111111;0,071428571;0;0;0,125;0;0,111111111;0,066666667;0;0;
10.1001/jama.2016.10260;35375508300;15;0,928571429;14;202;0,111111111;0,071428571;0;0;0,125;0;0,111111111;0,066666667;0;0;
10.1001/jama.2013.277669;7404980499;14;0,230769231;4;73;0,111111111;0,071428571;0;0;0,1;0;0,125;0;0,076923077;0;
10.1001/jama.2013.277669;7003838539;14;0,615384615;9;26;0;0,071428571;0,111111111;0;0,1;0,125;0;0;0,076923077;0;
10.1001/jama.2013.280031;55898374700;21;0,85;18;2;0;0,058823529;0;0;0,2;0,166666667;0;0;0;0,058823529;
10.1001/jama.2014.12720;27867689600;23;0,318181818;8;20;0,125;0,047619048;0,125;0;0,142857143;0;0;0,043478261;0;0;
10.1001/jama.2014.12720;55987489200;23;0;1;9;0,125;0,047619048;0,125;0,142857143;0;0;0;0,043478261;0;0;
10.1001/jama.2013.6293;57198210317;12;0,363636364;5;2;0;0,090909091;0,142857143;0;0;0,125;0;0;0,125;0;
10.1001/jama.2011.1333;36238948000;21;0;1;12;0,090909091;0;0,142857143;0,25;0;0;0;0;0;0;
10.1001/jama.2013.282043;26643362600;17;0;1;106;0,083333333;0,066666667;0,166666667;0;0,166666667;0;0;0;0;0;
10.1001/jama.2011.1830;23003740300;21;0,7;15;13;0;0,05;0;0,2;0;0,166666667;0;0;0,066666667;0;
10.1001/jama.2010.2016;7202866456;15;0,571428571;9;40;0;0,066666667;0;0,333333333;0;0;0;0;0,083333333;0;
10.1001/jama.2010.2016;7003661505;15;0,928571429;14;61;0;0,066666667;0;0,333333333;0;0;0;0;0,083333333;0;
10.1001/jama.2015.1871;14028266300;19;0,055555556;2;16;0;0,052631579;0,166666667;0,125;0;0,083333333;0;0,055555556;0;0;
10.1001/jama.2016.6967;6603496265;16;0,2;4;21;0,1;0,0625;0,142857143;0;0,111111111;0;0;0,066666667;0;0;
10.1001/jama.2016.6967;7202358500;16;0,266666667;5;14;0,1;0,0625;0,142857143;0;0,111111111;0;0;0,066666667;0;0;
10.1001/jama.2013.5566;25621585300;11;0,3;4;22;0;0,1;0;0;0,166666667;0;0;0;0,090909091;0,125;
10.1001/jama.2013.5566;7404269057;11;0,9;10;52;0;0,1;0;0;0,166666667;0;0;0;0,090909091;0,125;
10.1001/jama.2009.716;6603903842;12;0,818181818;10;32;0,090909091;0,083333333;0,125;0;0;0,083333333;0;0;0,1;0;
10.1001/jama.2009.716;7404348907;12;0,909090909;11;167;0,090909091;0,083333333;0,125;0;0;0,083333333;0;0;0,1;0;
10.1001/jama.2013.278481;12782644400;23;0,090909091;3;28;0;0,05;0,1;0,2;0;0;0;0;0,055555556;0,076923077;
10.1001/jama.2011.656;35520082100;16;0,466666667;8;12;0;0,071428571;0;0;0,111111111;0,125;0;0;0,090909091;0,083333333;
10.1001/jama.2018.4930;24314493900;14;0,461538462;7;18;0;0,071428571;0;0,333333333;0;0;0;0,076923077;0;0;
10.1001/jama.2017.10572;7203073914;17;0,5625;10;51;0;0,071428571;0;0,333333333;0;0;0;0,076923077;0;0;
10.1001/jama.2014.10057;7201480493;16;0,133333333;3;15;0;0,076923077;0;0,333333333;0;0;0;0,071428571;0;0;
10.1001/jama.2014.10057;27467803900;16;0,6;10;3;0;0,076923077;0;0,333333333;0;0;0;0,071428571;0;0;
10.1001/jama.2016.7201;56701883100;20;0,315789474;7;4;0,125;0,0625;0;0;0,166666667;0,076923077;0;0,05;0;0;
10.1001/jama.2015.10081;7404410528;15;0,214285714;4;107;0;0,071428571;0,142857143;0;0;0,166666667;0;0,1;0;0;
10.1001/jama.2013.282043;7003337897;17;0,6875;12;17;0;0,066666667;0;0;0;0,2;0;0;0,071428571;0,142857143;
10.1001/jama.2012.13256;7004579169;16;0,866666667;14;67;0,066666667;0,076923077;0,1;0;0;0;0,083333333;0;0,076923077;0,076923077;
10.1001/jama.2013.7231;7404199828;14;0,076923077;2;106;0,2;0,071428571;0;0,125;0;0;0;0;0,083333333;0;
10.1001/jama.2016.14719;55965465500;13;0,25;4;5;0;0,090909091;0,111111111;0,2;0;0;0;0,076923077;0;0;
10.1001/jama.2016.14719;16064057300;13;0,75;10;19;0;0,090909091;0,111111111;0,2;0;0;0;0,076923077;0;0;
10.1001/jama.2013.277129;36240489400;9;0,75;7;11;0;0,111111111;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2013.277129;35425239000;9;0,875;8;44;0;0,111111111;0;0,2;0;0;0;0;0,166666667;0;
10.1001/jama.2010.1506;57197976962;9;0,625;6;40;0;0,111111111;0;0;0,2;0;0;0;0,166666667;0;
10.1001/jama.2012.12505;7006061214;10;0,777777778;8;31;0,111111111;0,1;0;0;0;0;0;0;0,1;0,166666667;
10.1001/jama.2014.15690;7401877228;11;0,9;10;12;0;0,111111111;0;0;0;0,2;0;0,166666667;0;0;
10.1001/jama.2013.276733;8983337100;9;0,5;5;16;0;0;0,166666667;0,2;0;0;0;0;0,111111111;0;
10.1001/jama.2017.10567;56441228400;10;0,444444444;5;4;0;0;0,2;0;0;0,166666667;0;0,111111111;0;0;
10.1001/jama.2010.1277;8535390500;9;0,375;4;14;0,166666667;0,111111111;0;0;0;0;0;0;0,2;0;
10.1001/jama.2014.7587;14048742200;9;0,25;3;6;0;0,111111111;0;0;0;0,166666667;0;0,2;0;0;
10.1001/jama.2016.5898;7003750731;11;0,9;10;37;0,166666667;0,111111111;0;0,2;0;0;0;0;0;0;
10.1001/jama.2013.278932;14119841000;21;0,8;17;19;0,111111111;0,05;0;0;0;0,166666667;0;0;0,066666667;0,083333333;
10.1001/jama.2012.12559;7102159373;13;0,166666667;3;66;0,142857143;0,076923077;0;0;0,166666667;0;0;0;0,090909091;0;
10.1001/jama.2014.17986;6506374683;16;0,866666667;14;9;0,333333333;0,076923077;0;0;0;0;0;0,066666667;0;0;
10.1001/jama.2011.420;16022240000;8;0,571428571;5;42;0;0,142857143;0;0,166666667;0;0;0;0;0,166666667;0;
10.1001/jama.2013.285141;7407804161;7;0,333333333;3;38;0;0,142857143;0;0,166666667;0;0;0;0;0,166666667;0;
10.1001/jama.299.14.1669;56596028800;7;0,833333333;6;8;0;0;0,142857143;0;0;0,166666667;0;0;0;0,166666667;
10.1001/jama.299.14.1669;24068051500;7;1;7;4;0;0;0,142857143;0;0;0,166666667;0;0;0;0,166666667;
10.1001/jama.2010.410;8588359100;7;0,666666667;5;34;0,166666667;0,142857143;0;0,166666667;0;0;0;0;0;0;
10.1001/jama.2010.533;16749833900;8;0,571428571;5;75;0,166666667;0,142857143;0;0;0;0;0;0;0,166666667;0;
10.1001/jama.299.10.1158;7101971651;8;1;8;67;0,142857143;0,166666667;0;0;0;0,166666667;0;0;0;0;
10.1001/jama.2012.467;55189576900;10;0,555555556;6;1;0,142857143;0,166666667;0,166666667;0;0;0;0;0;0;0;
10.1001/jama.2014.3201;24472965200;17;0,3125;6;35;0;0,071428571;0;0,166666667;0,166666667;0;0;0,071428571;0;0;
10.1001/jama.2009.1806;6507538372;7;0,833333333;6;7;0;0,166666667;0;0;0;0,166666667;0;0;0;0,142857143;
10.1001/jama.2013.8267;6506992844;7;0,666666667;5;13;0;0;0,166666667;0,166666667;0;0;0;0;0,142857143;0;
10.1001/jama.2015.18118;36561968700;7;0,666666667;5;11;0;0;0;0;0;0,333333333;0;0,142857143;0;0;
10.1001/jama.2015.18118;56600640200;7;0,833333333;6;8;0;0;0;0;0;0,333333333;0;0,142857143;0;0;
10.1001/jama.2013.6599;55277778500;16;0,2;4;11;0;0;0,111111111;0,1;0;0,111111111;0;0;0,090909091;0,0625;
10.1001/jama.2013.280031;18838259500;21;0,25;6;3;0;0;0,25;0;0;0,166666667;0;0;0;0,058823529;
10.1001/jama.2013.5835;56056115900;19;0,777777778;15;90;0;0,058823529;0,090909091;0;0,090909091;0,066666667;0;0;0,090909091;0,076923077;
10.1001/jama.2013.5835;55826246000;19;0,944444444;18;71;0;0,058823529;0,090909091;0;0,090909091;0,066666667;0;0;0,090909091;0,076923077;
10.1001/jama.2013.5835;7007147903;19;1;19;40;0,090909091;0,058823529;0,090909091;0;0;0,066666667;0;0;0,090909091;0,076923077;
10.1001/jama.2011.1344;15764366900;12;0,636363636;8;6;0;0,083333333;0;0;0,166666667;0,1;0;0;0;0,125;
10.1001/jama.2012.9624;6507441486;10;0,222222222;3;17;0;0,1;0;0;0;0,25;0;0;0,125;0;
